0.00.072.606 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.072.843 W srv  llama_server: -----------------
0.00.072.844 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.072.844 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.072.844 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.072.844 W srv  llama_server: -----------------
0.00.074.072 I srv    load_model: loading model '/home/kchauhan/models/qwen38-flash-next/AD-4.27bpw-Q4_K_M-M64/Qwen3.8-Flash-Next-AD-4.27bpw-Q4_K_M-M64-00001-of-00033.gguf'
0.06.716.995 I cmn          init: llama threadpool init, n_threads = 10
0.06.717.023 I common_speculative_init_result: loading draft model '/home/kchauhan/models/qwen38-flash-next/mtp-heads/agentionai-mtp-Q4_K_M.gguf'
0.11.712.435 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 32768, kv_unified = 'false'
0.11.769.875 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.11.769.884 I srv  llama_server: model loaded
0.11.769.887 I srv  llama_server: listening on http://127.0.0.1:8023
0.12.106.874 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.38.492.416 I slot print_timing: id  0 | task 56 |       total time =    8914.60 ms /    88 tokens
0.38.492.416 I slot print_timing: id  0 | task 56 |    graphs reused =         42
0.38.492.419 I slot print_timing: id  0 | task 56 | draft acceptance = 1.00000 (   39 accepted /    39 generated), mean len =  2.86
0.38.492.439 I slot      release: id  0 | task 56 | stop processing: n_tokens = 129, truncated = 0
0.38.501.410 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.512
0.38.501.456 I slot launch_slot_: id  0 | task 83 | processing task, is_child = 0
0.46.259.477 I slot print_timing: id  0 | task 83 | prompt eval time =     336.56 ms /     4 tokens (   84.14 ms per token,    11.88 tokens per second)
0.46.259.480 I slot print_timing: id  0 | task 83 |        eval time =    7421.40 ms /    64 tokens (  117.80 ms per token,     8.49 tokens per second)
0.46.259.481 I slot print_timing: id  0 | task 83 |       total time =    7757.96 ms /    68 tokens
0.46.259.481 I slot print_timing: id  0 | task 83 |    graphs reused =         58
0.46.259.483 I slot print_timing: id  0 | task 83 | draft acceptance = 1.00000 (   39 accepted /    39 generated), mean len =  2.86
0.46.259.517 I slot      release: id  0 | task 83 | stop processing: n_tokens = 129, truncated = 0
0.46.269.478 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.512
0.46.269.516 I slot launch_slot_: id  0 | task 109 | processing task, is_child = 0
0.53.926.131 I slot print_timing: id  0 | task 109 | prompt eval time =     328.26 ms /     4 tokens (   82.06 ms per token,    12.19 tokens per second)
0.53.926.134 I slot print_timing: id  0 | task 109 |        eval time =    7328.30 ms /    64 tokens (  116.32 ms per token,     8.60 tokens per second)
0.53.926.154 I slot print_timing: id  0 | task 109 |       total time =    7656.55 ms /    68 tokens
0.53.926.156 I slot print_timing: id  0 | task 109 |    graphs reused =         74
0.53.926.158 I slot print_timing: id  0 | task 109 | draft acceptance = 1.00000 (   39 accepted /    39 generated), mean len =  2.86
0.53.926.177 I slot      release: id  0 | task 109 | stop processing: n_tokens = 129, truncated = 0
0.53.937.768 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.469 (> 0.100 thold), f_keep = 0.349
0.54.052.073 I slot launch_slot_: id  0 | task 135 | processing task, is_child = 0
1.08.633.392 I slot print_timing: id  0 | task 135 | n_gen =    100, tg =   8.06 t/s, tg_3s =   8.14 t/s
1.11.709.042 I slot print_timing: id  0 | task 135 | n_gen =    118, tg =   7.62 t/s, tg_3s =   5.85 t/s
1.14.979.406 I slot print_timing: id  0 | task 135 | n_gen =    137, tg =   7.30 t/s, tg_3s =   5.81 t/s
1.18.148.473 I slot print_timing: id  0 | task 135 | n_gen =    160, tg =   7.29 t/s, tg_3s =   7.26 t/s
1.21.243.602 I slot print_timing: id  0 | task 135 | n_gen =    178, tg =   7.11 t/s, tg_3s =   5.82 t/s
1.24.246.948 I slot print_timing: id  0 | task 135 | n_gen =    201, tg =   7.17 t/s, tg_3s =   7.66 t/s
1.27.542.457 I slot print_timing: id  0 | task 135 | n_gen =    229, tg =   7.31 t/s, tg_3s =   8.50 t/s
1.30.563.750 I slot print_timing: id  0 | task 135 | n_gen =    255, tg =   7.42 t/s, tg_3s =   8.61 t/s
1.33.739.919 I slot print_timing: id  0 | task 135 | n_gen =    279, tg =   7.44 t/s, tg_3s =   7.56 t/s
1.36.767.240 I slot print_timing: id  0 | task 135 | n_gen =    300, tg =   7.40 t/s, tg_3s =   6.94 t/s
1.39.217.986 I slot print_timing: id  0 | task 135 | prompt eval time =    2300.61 ms /    54 tokens (   42.60 ms per token,    23.47 tokens per second)
1.39.217.988 I slot print_timing: id  0 | task 135 |        eval time =   42865.24 ms /   320 tokens (  134.37 ms per token,     7.44 tokens per second)
1.39.217.989 I slot print_timing: id  0 | task 135 |       total time =   45165.85 ms /   374 tokens
1.39.217.990 I slot print_timing: id  0 | task 135 |    graphs reused =        175
1.39.217.991 I slot print_timing: id  0 | task 135 | draft acceptance = 0.93567 (  160 accepted /   171 generated), mean len =  2.70
1.39.218.014 I slot      release: id  0 | task 135 | stop processing: n_tokens = 415, truncated = 0
1.39.228.062 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.231
1.39.389.653 I slot launch_slot_: id  0 | task 297 | processing task, is_child = 0
1.53.085.035 I slot print_timing: id  0 | task 297 | n_gen =    100, tg =   7.43 t/s, tg_3s =   7.50 t/s
1.56.213.380 I slot print_timing: id  0 | task 297 | n_gen =    121, tg =   7.29 t/s, tg_3s =   6.71 t/s
1.59.231.756 I slot print_timing: id  0 | task 297 | n_gen =    148, tg =   7.55 t/s, tg_3s =   8.95 t/s
2.02.381.284 I slot print_timing: id  0 | task 297 | n_gen =    172, tg =   7.56 t/s, tg_3s =   7.62 t/s
2.05.504.677 I slot print_timing: id  0 | task 297 | n_gen =    189, tg =   7.30 t/s, tg_3s =   5.44 t/s
2.08.564.099 I slot print_timing: id  0 | task 297 | n_gen =    211, tg =   7.29 t/s, tg_3s =   7.19 t/s
2.11.638.492 I slot print_timing: id  0 | task 297 | n_gen =    237, tg =   7.40 t/s, tg_3s =   8.46 t/s
2.14.780.672 I slot print_timing: id  0 | task 297 | n_gen =    264, tg =   7.51 t/s, tg_3s =   8.59 t/s
2.18.056.047 I slot print_timing: id  0 | task 297 | n_gen =    292, tg =   7.60 t/s, tg_3s =   8.55 t/s
2.21.134.651 I slot print_timing: id  0 | task 297 | n_gen =    315, tg =   7.59 t/s, tg_3s =   7.47 t/s
2.21.748.513 I slot print_timing: id  0 | task 297 | prompt eval time =     370.42 ms /     4 tokens (   92.60 ms per token,    10.80 tokens per second)
2.21.748.516 I slot print_timing: id  0 | task 297 |        eval time =   41988.38 ms /   320 tokens (  131.63 ms per token,     7.60 tokens per second)
2.21.748.517 I slot print_timing: id  0 | task 297 |       total time =   42358.79 ms /   324 tokens
2.21.748.517 I slot print_timing: id  0 | task 297 |    graphs reused =        257
2.21.748.519 I slot print_timing: id  0 | task 297 | draft acceptance = 0.97561 (  160 accepted /   164 generated), mean len =  2.72
2.21.748.541 I slot      release: id  0 | task 297 | stop processing: n_tokens = 415, truncated = 0
2.21.757.429 I srv    operator(): operator(): cleaning up before exit...
